,county,product,quantity
4643,East Sussex,halo combat evolved,1033095
4644,East Devon,halo combat evolved,1033095
4645,Wyre,fine beans,1033094
4646,Mole Valley,gameboy color,1033073
4647,Larne,fresh turkey steak,1033064
4648,Larne,skimmed milk,1033050
4649,Ceredigion,x-box 360,1033028
4650,East Devon,large king prawns,1033025
4651,Peeblesshire,pokemon blue,1033011
4652,Mole Valley,chocolate twist,1032992
4653,Lambeth,british fresh turkey mince,1032980
4654,Staffordshire,linen shirt,1032962
4655,Larne,vernison sausages,1032961
4656,Sefton,mature cheddar cheese,1032867
4657,Sefton,sea bass fillets,1032813
4658,East Devon,jam doughnut,1032765
4659,Mole Valley,aubergine,1032728
4660,Sefton,beef mince,1032717
4661,Ceredigion,gaming keyboard,1032702
4662,Ceredigion,cotton tie,1032702
4663,Haringey,minecraft game - xbox,1032690
4664,Cheshire East,Mixed pepper,1032677
4665,Peeblesshire,cod fillets,1032596
4666,Chiltern,pokemon yellow,1032497
4667,East Devon,Organic mILK,1032420
4668,Staffordshire,pokemon gold,1032415
4669,Richmondshire,dyson tower fan,1032381
4670,Castle Point,apple macbook pro mid 2009,1032289
4671,Swansea,gameboy advance,1032284
4672,East Sussex,shortbread,1032264
4673,Castle Point,large king prawns,1032249
4674,Chiltern,cheese cake,1032219
4675,Peeblesshire,grey cardigan,1032173
4676,Haringey,21 day mature ribeye steak,1032172
4677,Forest of Dean,grey cardigan,1032166
4678,East Devon,organic raspberry yoghurt,1032149
4679,Ceredigion,hp envy laptop,1032144
4680,Chiltern,chicken sausages,1032122
4681,Lichfield,hotpoint washing machine,1032116
4682,East Devon,mild cheddar cheese,1032070
4683,Sefton,Red pepper,1032045
4684,Peeblesshire,easy peeler loose,1032019
4685,Wyre,oxford shoes,1032013
4686,Larne,gameboy color,1031975
4687,Ceredigion,raspberries,1031956
4688,Mole Valley,apple macbook air mid 2009,1031945
4689,Castle Point,play station 3,1031945
4690,Swansea,beef mince,1031937
4691,Haringey,british bramley cooking apples,1031935
4692,East Sussex,raspberries,1031928
4693,Fylde,organic soured cream,1031917
4694,Fylde,british fresh turkey mince,1031903
4695,Epsom and Ewell,beef mince,1031871
4696,Newham,British carrots loose,1031828
4697,North Ayrshire,21 day mature ribeye steak,1031819
4698,Wyre,plastic sunshades,1031801
4699,Mole Valley,dell inspiron laptop,1031789
4700,Mole Valley,easy peeler loose,1031784
4701,Mole Valley,denim jeams,1031727
4702,East Devon,apple macbook pro mid 2009,1031720
4703,Haringey,celery,1031670
4704,East Devon,free range large eggs x12,1031653
4705,Lichfield,aubergine,1031643
4706,East Devon,Almond milk,1031631
4707,East Devon,lg washing machine,1031616
4708,Dorset,lg washing machine,1031586
4709,Stoke-on-Trent,Soy Milk,1031543
4710,East Devon,courgette loose,1031505
4711,Fylde,chocolate fudge cake,1031503
4712,Forest of Dean,sea bass fillets,1031502
4713,Cheshire East,beef mince,1031501
4714,Dorset,gameboy color,1031500
4715,Haringey,mild cheddar cheese,1031494
4716,Ceredigion,goat cheese,1031396
4717,Mole Valley,pokemon blue,1031379
4718,Ceredigion,corned beef,1031297
4719,Lambeth,Organic Kefir,1031262
4720,Chiltern,brenton t-shirt,1031230
4721,Stoke-on-Trent,sea bass fillets,1031217
4722,Newham,easy peeler loose,1031200
4723,Newham,british fresh chicken brest fillets,1031136
4724,Staffordshire,Sweet potatoes loose,1031085
4725,Peeblesshire,apple macbook pro mid 2009,1031060
4726,Lichfield,gaming keyboard,1031034
4727,East Devon,diced vernison,1031028
4728,Lincoln,mature cheddar cheese,1031011
4729,Wyre,scottish salmon,1031009
4730,East Devon,hp dv 2000 laptop,1030934
4731,Lichfield,fresh whole chicken,1030908
4732,Larne,Organic Kefir,1030884
4733,Peeblesshire,brenton jumper,1030865
4734,Tyne and Wear,pokemon yellow,1030795
4735,Staffordshire,cheese cake,1030744
4736,South Northamptonshire,vanilla yoghurt,1030702
4737,Lichfield,beef mince,1030697
4738,Richmondshire,vernison sausages,1030673
4739,Ceredigion,linen trousers,1030659
4740,Peeblesshire,British carrots loose,1030577
4741,Lichfield,fresh whole turkey,1030535
4742,Richmondshire,fresh whole chicken,1030504
4743,Larne,scottish salmon,1030500
4744,East Sussex,free range large eggs x12,1030482
4745,Stoke-on-Trent,dual shock controller,1030451
4746,Peeblesshire,Sweet potatoes loose,1030445
4747,Forest of Dean,gaming keyboard,1030420
4748,Swansea,British baking potatoes loose,1030359
4749,East Sussex,chocolate twist,1030341
4750,Peeblesshire,blue stilton cheese,1030295
4751,Forest of Dean,apple macbook pro mid 2009,1030278
4752,Richmondshire,mature cheddar cheese,1030274
4753,Larne,linen trousers,1030265
4754,Lichfield,Fairtrade Bananas Loose,1030249
4755,Lambeth,wellington boots,1030230
4756,Ceredigion,hp dv 2000 laptop,1030225
4757,East Devon,chocolate fudge cake,1030197
4758,Lichfield,beef sausages,1030149
4759,Epsom and Ewell,skimmed milk,1030148
4760,Chiltern,Fairtrade Bananas Loose,1030079
4761,Dorset,21 day mature ribeye steak,1030061
4762,East Devon,Red pepper,1030060
4763,Lambeth,chocolate twist,1030039
4764,Peeblesshire,x-box 360,1030032
4765,Sefton,silk tie,1030022
4766,Castle Point,Organic mILK,1030022
4767,Peeblesshire,mature cheddar cheese,1030018
4768,Chiltern,grey blazers,1029975
4769,Dorset,denim jacket,1029962
4770,East Devon,cheese cake,1029959
4771,Lambeth,hotpoint washing machine,1029947
4772,East Sussex,cotton tie,1029946
4773,Haringey,free range large eggs x12,1029923
4774,Haringey,Oats Milk,1029918
4775,Ceredigion,white shirt,1029910
4776,East Sussex,god of war 2,1029908
4777,Peeblesshire,salmon fillets,1029878
4778,Mole Valley,Onions Loose,1029876
4779,Lichfield,vanilla yoghurt,1029795
4780,Lichfield,fresh turkey steak,1029757
4781,Sefton,croisant ,1029742
4782,Forest of Dean,Brocolli loose,1029730
4783,Peeblesshire,halo combat evolved,1029704
4784,Sefton,courgette loose,1029679
4785,Lambeth,silk tie,1029667
4786,Lichfield,grey cardigan,1029661
4787,Peeblesshire,corn,1029649
4788,East Devon,gameboy color,1029626
4789,Dorset,linen trousers,1029613
4790,Lambeth,21 day mature ribeye steak,1029588
4791,Forest of Dean,plastic sunshades,1029572
4792,Lichfield,dyson vacuum cleaner,1029568
4793,Wyre,god of war 2,1029517
4794,Tyne and Wear,god of war 2,1029513
4795,Dorset,easy peeler loose,1029472
4796,Haringey,semi skimmed milk,1029458
4797,Larne,dell inspiron laptop,1029426
4798,Ceredigion,21 day mature rump steak,1029408
4799,East Devon,dell inspiron laptop,1029340
4800,Castle Point,free range large eggs x12,1029304
4801,Mole Valley,Lemon,1029254
4802,North Ayrshire,celery,1029207
4803,Lambeth,classic bowtie,1029154
4804,Peeblesshire,diced chicken breast,1029142
4805,East Devon,wellington boots,1029107
4806,Lichfield,macaron - x3,1029106
4807,East Devon,beans,1029086
4808,Peeblesshire,silk scarf,1029078
4809,Larne,samsung washing machine,1029000
4810,Ceredigion,pokemon yellow,1028963
4811,Haringey,Onions Loose,1028910
4812,East Sussex,British carrots loose,1028901
4813,Peeblesshire,raspberries,1028877
4814,Chiltern,halo combat evolved,1028873
4815,Larne,vanilla yoghurt,1028859
4816,Larne,Organic mILK,1028833
4817,Chiltern,pokemon gold,1028818
4818,Wyre,mild cheddar cheese,1028771
4819,Dorset,Onions Loose,1028693
4820,Forest of Dean,dell inspiron laptop,1028675
4821,Lambeth,21 day mature rump steak,1028658
4822,Newham,croisant ,1028641
4823,Peeblesshire,wellington boots,1028583
4824,Ceredigion,minecraft game - xbox,1028477
4825,Mole Valley,plastic sunshades,1028475
4826,Lichfield,Plain Greek yoghurt,1028474
4827,Ceredigion,pain au chocolate,1028436
4828,Swansea,x-box 360,1028384
4829,Fylde,cotton tie,1028309
4830,Chiltern,easy peeler loose,1028305
4831,Peeblesshire,play station 3,1028298
4832,Lichfield,almond croisant,1028237
4833,Ceredigion,brenton t-shirt,1028217
4834,East Sussex,flapjack,1028215
4835,Lichfield,chicken sausages,1028185
4836,East Devon,linen shirt,1028181
4837,Newham,pokemon blue,1028155
4838,Peeblesshire,Soy Milk,1028112
4839,Larne,dyson washing machine,1028101
4840,Ceredigion,red velvet cake,1028099
4841,Lichfield,wellington boots,1028088
4842,East Devon,denim jacket,1028055
4843,Dorset,pokemon blue,1028023
4844,Cheshire East,baby potatoes,1028002
4845,Dorset,denim jeams,1027997
4846,Mole Valley,diced vernison,1027962
4847,Lambeth,scottish salmon,1027944
4848,Forest of Dean,Organic Kefir,1027923
4849,East Sussex,beans,1027920
4850,Ceredigion,Red pepper,1027853
4851,Haringey,plastic sunshades,1027795
4852,Lichfield,free range large eggs x12,1027740
4853,Lichfield,21 day mature rump steak,1027735
4854,Lichfield,plastic sunshades,1027723
4855,Dorset,corned beef,1027677
4856,East Devon,flapjack,1027657
4857,East Devon,Soy Milk,1027620
4858,Lichfield,cod fillets,1027591
4859,Lambeth,aubergine,1027535
4860,Larne,linen shirt,1027423
4861,East Sussex,garlic,1027403
4862,East Sussex,skimmed milk,1027382
4863,Staffordshire,dell inspiron laptop,1027360
4864,Lichfield,gaming mouse,1027350
4865,Forest of Dean,Mixed pepper,1027314
4866,Staffordshire,fresh whole turkey,1027295
4867,Mole Valley,dyson washing machine,1027287
4868,North Ayrshire,fresh whole chicken,1027264
4869,Ceredigion,Sweet potatoes loose,1027252
4870,Sefton,pokemon yellow,1027226
4871,Dorset,Fairtrade Bananas Loose,1027217
4872,Forest of Dean,play station 3,1027215
4873,Larne,oxford shoes,1027211
4874,Chiltern,apple macbook air mid 2009,1027197
4875,East Devon,silk scarf,1027176
4876,Larne,fresh whole turkey,1027138
4877,Chiltern,beans,1027123
4878,Forest of Dean,hp dv 2000 laptop,1027116
4879,Mole Valley,Plain Greek yoghurt,1027114
4880,East Devon,rice,1027074
4881,Peeblesshire,apple macbook air mid 2009,1027054
4882,Ceredigion,hotpoint washing machine,1026964
4883,Lichfield,apple macbook pro mid 2009,1026949
4884,Mole Valley,cotton tie,1026895
4885,Ceredigion,mild cheddar cheese,1026817
4886,Haringey,organic raspberry yoghurt,1026815
4887,Ceredigion,pokemon blue,1026761
4888,Haringey,dual shock controller,1026746
4889,Peeblesshire,Blueberry yoghurt,1026667
4890,Chiltern,british bramley cooking apples,1026604
4891,Larne,chocolate twist,1026583
4892,Peeblesshire,Organic mILK,1026539
4893,Larne,Blueberry yoghurt,1026488
4894,Castle Point,pain au chocolate,1026471
4895,Lichfield,pokemon blue,1026458
4896,Haringey,chocolate fudge cake,1026396
4897,Mole Valley,denim jacket,1026395
4898,East Devon,aubergine,1026389
4899,North Ayrshire,hp envy laptop,1026351
4900,Staffordshire,oxford shoes,1026340
4901,Ceredigion,grey blazers,1026325
4902,Dorset,shortbread,1026240
4903,East Sussex,jam doughnut,1026202
4904,Chiltern,salmon fillets,1026194
4905,Stoke-on-Trent,21 day mature sirlion steak,1026183
4906,East Devon,dual shock controller,1026167
4907,Dorset,british fresh turkey mince,1026140
4908,Lichfield,oxford shoes,1026119
4909,Peeblesshire,Plain Greek yoghurt,1025946
4910,Swansea,pain au raisins,1025924
4911,Peeblesshire,millionaire square,1025903
4912,Dorset,british fresh chicken thigh fillets,1025825
4913,Lichfield,british bramley cooking apples,1025819
4914,Sefton,lg washing machine,1025736
4915,Cheshire East,unsalted butter,1025725
4916,Mole Valley,dyson vacuum cleaner,1025724
4917,Staffordshire,silk tie,1025690
4918,Castle Point,raspberries,1025596
4919,Larne,Mixed pepper,1025581
4920,Mole Valley,millionaire square,1025517
4921,Ceredigion,cod fillets,1025491
4922,Larne,salmon fillets,1025491
4923,East Devon,dyson tower fan,1025454
4924,Lichfield,hp envy laptop,1025451
4925,Larne,raspberries,1025439
4926,Larne,x-box 360,1025364
4927,Forest of Dean,wristwatch,1025315
4928,Ceredigion,shortbread,1025244
4929,Peeblesshire,cheese cake,1025194
4930,Haringey,gameboy color,1025165
4931,Peeblesshire,beef mince,1024994
4932,Mole Valley,21 day mature sirlion steak,1024957
4933,Peeblesshire,denim jacket,1024955
4934,Swansea,Lemon,1024946
4935,Fylde,diced chicken breast,1024934
4936,Chiltern,british fresh chicken brest fillets,1024930
4937,Ceredigion,21 day mature sirlion steak,1024868
4938,North Ayrshire,organic soured cream,1024759
4939,Swansea,rice,1024756
4940,Mole Valley,oxford shirt,1024712
4941,Haringey,raspberries,1024712
4942,Peeblesshire,dual shock controller,1024706
4943,Dorset,Slightly salted butter,1024628
4944,Ceredigion,hp dv 3000 laptop,1024597
4945,Lichfield,cotton tie,1024589
4946,Lichfield,Lemon,1024543
4947,Lichfield,x-box 360,1024506
4948,Peeblesshire,minecraft game - xbox,1024499
4949,Richmondshire,silk tie,1024489
4950,Larne,celery,1024463
4951,Ceredigion,lg washing machine,1024458
4952,Newham,hotpoint washing machine,1024389
4953,Lichfield,pokemon yellow,1024317
4954,Ceredigion,wristwatch,1024313
4955,Newham,rice,1024291
4956,Lichfield,silk scarf,1024268
4957,Ceredigion,Fairtrade Bananas Loose,1024263
4958,East Devon,Brocolli loose,1024244
4959,Peeblesshire,croisant ,1024181
4960,East Devon,raspberries,1024179
4961,Castle Point,jam doughnut,1024169
4962,Peeblesshire,british bramley cooking apples,1024158
4963,Fylde,croisant ,1024140
4964,Larne,hp dv 3000 laptop,1024140
4965,Mole Valley,olive oil spread,1024071
4966,Staffordshire,red velvet cake,1024045
4967,East Devon,Fairtrade Bananas Loose,1024036
4968,Stoke-on-Trent,red velvet cake,1023918
4969,Larne,denim jeams,1023899
4970,Lichfield,play station 3,1023849
4971,Dorset,salmon fillets,1023846
4972,Lichfield,brenton jumper,1023815
4973,Peeblesshire,denim jeams,1023786
4974,Peeblesshire,plastic sunshades,1023766
4975,Mole Valley,red velvet cake,1023757
4976,Fylde,british fresh chicken thigh fillets,1023628
4977,Larne,hp dv 2000 laptop,1023494
4978,East Devon,gaming mouse,1023427
4979,Chiltern,large king prawns,1023398
4980,East Devon,almond croisant,1023384
4981,Mole Valley,macaron - x3,1023367
4982,Lichfield,baby potatoes,1023331
4983,Peeblesshire,dyson washing machine,1023311
4984,Haringey,millionaire square,1023244
4985,North Ayrshire,corned beef,1023242
4986,Ceredigion,dual shock controller,1023231
4987,East Devon,garlic,1023087
4988,Lichfield,unsalted butter,1023044
4989,Mole Valley,blue stilton cheese,1023024
4990,Mole Valley,fresh turkey steak,1023016
4991,East Sussex,unsalted butter,1022898
4992,South Northamptonshire,mild cheddar cheese,1022898
4993,Dorset,fresh whole chicken,1022842
4994,Ceredigion,cheese cake,1022827
4995,Peeblesshire,beef sausages,1022695
4996,Staffordshire,chocolate fudge cake,1022640
4997,Mole Valley,gameboy advance,1022625
4998,East Sussex,british parsnips loose,1022585
4999,Lichfield,bosch washing machine,1022567
5000,Stoke-on-Trent,classic bowtie,1022494
5001,Lichfield,Almond milk,1022420
5002,Chiltern,chocolate twist,1022418
5003,Staffordshire,gaming keyboard,1022407
5004,Chiltern,custard doughnut,1022292
5005,North Ayrshire,bosch washing machine,1022261
5006,Larne,cotton tie,1022206
5007,Lambeth,flapjack,1022175
5008,Forest of Dean,british fresh chicken brest fillets,1022173
5009,Chiltern,jam doughnut,1022157
5010,East Devon,apple macbook air mid 2009,1022101
5011,East Devon,oxford shirt,1022093
5012,Larne,Soy Milk,1022072
5013,Larne,hp envy laptop,1021995
5014,Epsom and Ewell,beef sausages,1021915
5015,East Devon,beef mince,1021856
5016,Mole Valley,british parsnips loose,1021832
5017,Chiltern,Brocolli loose,1021807
5018,Lichfield,Onions Loose,1021667
5019,Lichfield,21 day mature ribeye steak,1021600
5020,Mole Valley,free range large eggs x12,1021590
5021,East Devon,play station 3,1021525
5022,Mole Valley,semi skimmed milk,1021432
5023,Haringey,Slightly salted butter,1021429
5024,Mole Valley,Mixed pepper,1021326
5025,Larne,beef sausages,1021298
5026,East Sussex,wristwatch,1021254
5027,Mole Valley,wellington boots,1021241
5028,Larne,beef mince,1021211
5029,Peeblesshire,organic soured cream,1021204
5030,East Devon,samsung washing machine,1021164
5031,Swansea,raspberries,1021118
5032,Forest of Dean,shortbread,1021087
5033,Ceredigion,beans,1021004
5034,East Devon,dyson vacuum cleaner,1021000
5035,Peeblesshire,olive oil spread,1020944
5036,Newham,plastic sunshades,1020870
5037,Ceredigion,silk scarf,1020845
5038,Peeblesshire,21 day mature ribeye steak,1020840
5039,Larne,Spring onions bunch,1020618
5040,East Devon,fresh whole turkey,1020570
5041,Ceredigion,Spring onions bunch,1020522
5042,Ceredigion,dyson tower fan,1020503
5043,Peeblesshire,hp dv 3000 laptop,1020490
5044,Peeblesshire,mild cheddar cheese,1020455
5045,Mole Valley,corn,1020421
5046,East Devon,cod fillets,1020381
5047,Lichfield,British carrots loose,1020313
5048,Larne,pokemon red,1020260
5049,Larne,British baking potatoes loose,1020241
5050,Larne,wellington boots,1020231
5051,Ceredigion,Oats Milk,1020222
5052,Lichfield,dell inspiron laptop,1020131
5053,Mole Valley,gaming keyboard,1020027
5054,Larne,chocolate fudge cake,1019999
5055,Ceredigion,mature cheddar cheese,1019928
5056,Peeblesshire,aubergine,1019867
5057,Mole Valley,Brocolli loose,1019761
5058,Mole Valley,white shirt,1019711
5059,Larne,olive oil spread,1019709
5060,Larne,mild cheddar cheese,1019648
5061,Peeblesshire,pain au chocolate,1019540
5062,Chiltern,play station 3,1019535
5063,Lambeth,god of war 2,1019503
5064,Sefton,blue stilton cheese,1019498
5065,Castle Point,British baking potatoes loose,1019486
5066,Larne,custard doughnut,1019452
5067,Newham,salmon fillets,1019278
5068,Lichfield,dyson washing machine,1019278
5069,Peeblesshire,hp envy laptop,1019226
5070,Mole Valley,flapjack,1018956
5071,Haringey,British baking potatoes loose,1018923
5072,Larne,diced chicken breast,1018797
5073,Peeblesshire,oxford shirt,1018704
5074,Lichfield,chocolate twist,1018698
5075,Peeblesshire,beans,1018675
5076,Larne,organic soured cream,1018579
5077,Dorset,beef mince,1018540
5078,Larne,21 day mature sirlion steak,1018523
5079,East Devon,Spring onions bunch,1018487
5080,Lambeth,rice,1018484
5081,Sefton,shortbread,1018471
5082,Peeblesshire,gaming mouse,1018395
5083,Larne,classic bowtie,1018375
5084,East Devon,british fresh turkey mince,1018257
5085,Larne,gaming mouse,1018256
5086,Larne,dyson tower fan,1018160
5087,East Devon,pokemon red,1017960
5088,Larne,red velvet cake,1017838
5089,East Devon,vanilla yoghurt,1017807
5090,Larne,Sweet potatoes loose,1017576
5091,Larne,god of war 2,1017572
5092,Ceredigion,croisant ,1017561
5093,Peeblesshire,free range large eggs x12,1017505
5094,Peeblesshire,pokemon gold,1017452
5095,Peeblesshire,Oats Milk,1017344
5096,Ceredigion,free range large eggs x12,1017343
5097,Larne,easy peeler loose,1017173
5098,Larne,macaron - x3,1017145
5099,East Devon,macaron - x3,1017030
5100,Peeblesshire,goat cheese,1016998
5101,Tyne and Wear,corn,1016950
5102,Larne,Brocolli loose,1016739
5103,Larne,cheese cake,1016723
5104,Peeblesshire,diced vernison,1016633
5105,Mole Valley,linen trousers,1016601
5106,Larne,aubergine,1016456
5107,Lichfield,custard doughnut,1016402
5108,Mole Valley,vanilla yoghurt,1016401
5109,Lichfield,british fresh chicken thigh fillets,1016388
5110,Larne,cod fillets,1016281
5111,Mole Valley,beef sausages,1016244
5112,Chiltern,pain au chocolate,1016194
5113,Lichfield,blue stilton cheese,1016096
5114,Mole Valley,Sweet potatoes loose,1016023
5115,Peeblesshire,dyson tower fan,1015998
5116,Dorset,Organic mILK,1015901
5117,Ceredigion,Brocolli loose,1015768
5118,Castle Point,pink blazers,1015588
5119,Larne,shortbread,1015566
5120,Larne,pink blazers,1015427
5121,Peeblesshire,gaming keyboard,1015387
5122,Peeblesshire,linen shirt,1015278
5123,Mole Valley,silk tie,1015133
5124,Larne,brenton jumper,1015076
5125,Fylde,classic bowtie,1014927
5126,East Devon,gameboy advance,1014888
5127,Larne,corned beef,1014877
5128,Forest of Dean,Soy Milk,1014842
5129,Larne,halo combat evolved,1014750
5130,Peeblesshire,semi skimmed milk,1014708
5131,Forest of Dean,denim jeams,1014283
5132,Lichfield,denim jeams,1013993
5133,Mole Valley,goat cheese,1013978
5134,Larne,unsalted butter,1013866
5135,Dorset,free range large eggs x12,1013846
5136,Ceredigion,plastic sunshades,1013640
5137,Lichfield,organic soured cream,1013526
5138,Larne,pokemon yellow,1013484
5139,Larne,pokemon gold,1013359
5140,Mole Valley,Slightly salted butter,1013301
5141,Lichfield,millionaire square,1013235
5142,Peeblesshire,organic raspberry yoghurt,1013075
5143,Larne,grey blazers,1012911
5144,Mole Valley,Almond milk,1012473
5145,Ceredigion,dyson vacuum cleaner,1012453
5146,Larne,Plain Greek yoghurt,1012252
5147,Newham,Organic mILK,1012146
5148,Larne,21 day mature rump steak,1012034
5149,East Devon,brenton jumper,1011906
5150,Larne,pain au chocolate,1011854
5151,Peeblesshire,Almond milk,1011780
5152,Larne,white shirt,1011752
5153,Mole Valley,custard doughnut,1011716
5154,Haringey,pokemon yellow,1011705
5155,Larne,British carrots loose,1011320
5156,Larne,beans,1011301
5157,Larne,diced vernison,1011144
5158,Larne,apple macbook pro mid 2009,1011082
5159,East Devon,olive oil spread,1011038
5160,Larne,blue stilton cheese,1010781
5161,Larne,mature cheddar cheese,1010755
5162,Larne,chicken sausages,1010283
5163,Larne,play station 3,1010127
5164,Larne,sea bass fillets,1010001
5165,Larne,croisant ,1009997
5166,Dorset,flapjack,1009887
5167,Larne,Red pepper,1009784
5168,Richmondshire,british bramley cooking apples,1009634
5169,Peeblesshire,classic bowtie,1009096
5170,Larne,corn,1008858
5171,Larne,pain au raisins,1008799
5172,Larne,goat cheese,1008731
5173,Larne,fresh whole chicken,1008087
5174,Larne,garlic,1007773
5175,Larne,british fresh chicken thigh fillets,1007551
5176,Peeblesshire,flapjack,1007126
5177,Mole Valley,Blueberry yoghurt,1006752
5178,Larne,dyson vacuum cleaner,1006456
5179,Larne,jam doughnut,1006394
5180,Haringey,scottish salmon,1006364
5181,Larne,Fairtrade Bananas Loose,1006032
5182,Mole Valley,british fresh turkey mince,1005697
5183,Larne,dual shock controller,1005552
5184,Larne,baby potatoes,1005389
5185,Mole Valley,cod fillets,1005281
5186,Peeblesshire,custard doughnut,1005044
5187,Mole Valley,beans,1004803
5188,Haringey,custard doughnut,1004675
5189,Mole Valley,cheese cake,1004257
5190,Peeblesshire,large king prawns,1003969
5191,Larne,organic raspberry yoghurt,1003895
5192,Ceredigion,brenton jumper,1003829
5193,Lichfield,mature cheddar cheese,1003739
5194,Larne,semi skimmed milk,1003606
5195,Larne,lg washing machine,1002771
5196,Chiltern,dyson washing machine,1002346
5197,Larne,large king prawns,1001694
5198,East Devon,pain au chocolate,1001485
5199,Larne,british fresh turkey mince,1001395
5200,Larne,millionaire square,1000593
5201,Larne,Onions Loose,1000129
5202,Larne,Oats Milk,998050
5203,Larne,grey cardigan,997800
5204,Lichfield,celery,996580
5205,Larne,Lemon,994276
5206,Nottinghamshire,macaron - x3,994188
5207,Bracknell Forest,linen trousers,993507
5208,Larne,silk scarf,992866
5209,Chorley,unsalted butter,992793
5210,Nottinghamshire,lg washing machine,991767
5211,Nottinghamshire,corn,991373
5212,Barry,pink blazers,991254
5213,Bracknell Forest,British carrots loose,991179
5214,Larne,Almond milk,991126
5215,Bridgend,vernison sausages,991045
5216,Hampshire,hp dv 3000 laptop,990077
5217,Bracknell Forest,mild cheddar cheese,989733
5218,Hampshire,play station 3,989549
5219,Nottinghamshire,plastic sunshades,989137
5220,Bridgend,x-box 360,988854
5221,Bridgend,21 day mature ribeye steak,988611
5222,Bridgend,gameboy advance,988592
5223,Bracknell Forest,millionaire square,988580
5224,Bracknell Forest,Plain Greek yoghurt,988476
5225,Nottinghamshire,Blueberry yoghurt,988251
5226,Rhoose,chocolate twist,988082
5227,Chorley,beef sausages,987338
5228,Chorley,Mixed pepper,986868
5229,Bracknell Forest,almond croisant,986410
5230,Bridgend,courgette loose,986386
5231,Bridgend,gaming keyboard,986376
5232,Bracknell Forest,british parsnips loose,986313
5233,Dumfries and Galloway,fresh whole turkey,986057
5234,Bridgend,pokemon red,985891
5235,Rhoose,gaming keyboard,985821
5236,Bridgend,organic raspberry yoghurt,985797
5237,Hampshire,raspberries,985719
5238,Nottinghamshire,Mixed pepper,985648
5239,Bracknell Forest,aubergine,985572
5240,Chorley,Blueberry yoghurt,985060
5241,Rhoose,white shirt,984896
5242,Bridgend,Organic Kefir,984866
5243,Barry,Fairtrade Bananas Loose,984730
5244,Bracknell Forest,diced chicken breast,984693
5245,Rhoose,dyson tower fan,984524
5246,Rhoose,mild cheddar cheese,983800
5247,Chorley,beef mince,983747
5248,Chorley,dell inspiron laptop,983586
5249,Rhoose,plastic sunshades,983449
5250,Hampshire,fresh whole turkey,983280
5251,Chorley,goat cheese,983197
5252,Rhoose,jam doughnut,983184
5253,Bridgend,fine beans,983089
5254,Chorley,vernison sausages,983047
5255,Bridgend,Brocolli loose,982919
5256,Chorley,beans,982870
5257,Bracknell Forest,british fresh turkey mince,982587
5258,Rhoose,linen trousers,982584
5259,Belfast,linen trousers,982510
5260,Oxford,oxford shoes,982379
5261,Bracknell Forest,baby potatoes,982365
5262,Barry,corn,982074
5263,Barry,pokemon blue,982026
5264,Bridgend,beef sausages,981939
5265,Bracknell Forest,olive oil spread,981807
5266,Rhoose,mature cheddar cheese,981717
5267,Bridgend,salmon fillets,981665
5268,Chorley,white shirt,981624
5269,Bridgend,Fairtrade Bananas Loose,981452
5270,Bracknell Forest,lg washing machine,981432
5271,Belfast,x-box 360,981326
5272,Bracknell Forest,celery,981274
5273,Oxford,goat cheese,981266
5274,Hampshire,Soy Milk,981063
5275,Belfast,minecraft game - xbox,981040
5276,Bedford Borough,chocolate fudge cake,981005
5277,Barry,british parsnips loose,980848
5278,Bridgend,minecraft game - xbox,980742
5279,Dumfries and Galloway,silk tie,980705
5280,Bracknell Forest,cotton tie,980386
5281,Barry,large king prawns,980376
5282,Barry,plastic sunshades,980189
5283,Nottinghamshire,pokemon blue,980120
5284,Bracknell Forest,21 day mature ribeye steak,980043
5285,Bracknell Forest,apple macbook pro mid 2009,980025
5286,Hampshire,pain au raisins,979993
5287,Bracknell Forest,garlic,979944
5288,Isle of Wight,oxford shoes,979906
5289,Chorley,custard doughnut,979815
5290,Bridgend,mature cheddar cheese,979772
5291,Bridgend,goat cheese,979756
5292,Norfolk,Fairtrade Bananas Loose,979746
5293,Nottinghamshire,organic soured cream,979556
5294,Bracknell Forest,Lemon,979293
5295,Oxford,pain au chocolate,979220
5296,Hampshire,corn,979154
5297,Nottinghamshire,Fairtrade Bananas Loose,979152
5298,Hampshire,Spring onions bunch,979062
5299,Norfolk,organic soured cream,979040
5300,Bridgend,god of war 2,978917
5301,Nottinghamshire,almond croisant,978857
5302,Bracknell Forest,raspberries,978776
5303,Barry,dyson tower fan,978763
5304,Dumfries and Galloway,play station 3,978690
5305,Bridgend,pain au chocolate,978667
5306,Barry,linen trousers,978657
5307,Bridgend,Spring onions bunch,978653
5308,Barry,unsalted butter,978615
5309,Bridgend,mild cheddar cheese,978589
5310,Bracknell Forest,Mixed pepper,978586
5311,Bridgend,hp dv 3000 laptop,978527
5312,Rhoose,corn,978512
5313,Oxford,Sweet potatoes loose,978457
5314,Bracknell Forest,Organic Kefir,978456
5315,Bridgend,british fresh turkey mince,978366
5316,Bridgend,British baking potatoes loose,978294
5317,Bracknell Forest,free range large eggs x12,978077
5318,Bedford Borough,beans,978029
5319,Oxford,custard doughnut,977986
5320,Fareham,apple macbook pro mid 2009,977971
5321,Hampshire,british bramley cooking apples,977960
5322,Rhoose,Mixed pepper,977942
5323,Oxford,british fresh turkey mince,977913
